,Rank,Code,Company,Sector,Mkt Cap,Code_asx,Annual % increase,Volatility
720,880,REX,Regional Express Holdings Ltd,Industrials,$121.17 M,REX.AX,-8.33,0.3886973863831383
721,881,EXR,Elixir Energy Ltd,Energy,$120.38 M,EXR.AX,-44.9,0.7879395758970472
722,882,MBH,Maggie Beer Holdings Ltd,Consumer Staples,$119.46 M,MBH.AX,-13.92,0.5130335551451902
723,883,AVH,Avita Medical Inc,Health Care,$119.38 M,AVH.AX,-71.67,0.6035236275097181
724,884,PLT,Plenti Group Ltd,Financials,$119.11 M,PLT.AX,-48.53,0.5212166700472042
725,885,SEC,Spheria Emerging Companies Ltd,Financials,$118.5 M,SEC.AX,-15.81,0.2877217278186059
726,886,AMN,Agrimin Ltd,Materials,$117.81 M,AMN.AX,1.45,0.5428164155040761
727,887,TBN,Tamboran Resources Ltd,Energy,$117.71 M,TBN.AX,-45.0,0.6185372916353743
728,888,EMV,Emvision Medical Devices Ltd,Health Care,$117.7 M,EMV.AX,-46.1,0.522513664334623
729,889,LVH,Livehire Ltd,Information Technology,$117.44 M,LVH.AX,9.72,0.6982635186264154
730,890,ESGI,Vaneck MSCI International Sustainable Equity ETF,Financials,$117.37 M,ESGI.AX,-6.62,0.14279905461779108
731,891,IRD,Iron Road Ltd,Materials,$115.85 M,IRD.AX,-44.23,0.6783839337486153
732,892,LCY,Legacy Iron Ore Ltd,Materials,$115.32 M,LCY.AX,38.46,1.5240130411802557
733,893,EER,East Energy Resources Ltd,Energy,$115.24 M,EER.AX,0.0,0.0
734,894,DRX,Diatreme Resources Ltd,Materials,$115.12 M,DRX.AX,52.38,0.8673375418193401
735,895,ABY,Adore Beauty Group Ltd,Consumer Discretionary,$114.83 M,ABY.AX,-73.25,0.6401620904588026
736,896,LAU,Lindsay Australia Ltd,Industrials,$114.76 M,LAU.AX,1.33,0.40120885702226505
737,897,BBC,BNK Banking Corporation Ltd,Financials,$114.66 M,BBC.AX,29.33,0.43651558127319096
738,898,NVA,Nova Minerals Ltd,Materials,$114.43 M,NVA.AX,-49.2,1.1529175607520157
739,899,CAM,Clime Capital Ltd,Financials,$114.29 M,CAM.AX,-14.66,0.16310154352417905
740,900,EP1,E&P Financial Group Ltd,Financials,$114.09 M,EP1.AX,-28.36,0.5387488188960069
741,901,IPX,Iperionx Ltd,Materials,$113.63 M,IPX.AX,-4.71,0.5797366684377011
742,902,VHT,Volpara Health Technologies Ltd,Health Care,$113.37 M,VHT.AX,-61.54,0.5188311553231979
743,903,MDX,Mindax Ltd,Materials,$113.26 M,MDX.AX,-20.27,0.8772525897094199
744,904,ARR,American Rare EARTHS Ltd,Materials,$112.78 M,ARR.AX,265.39,1.2209782929879207
745,905,AHX,Apiam Animal Health Ltd,Health Care,$112.76 M,AHX.AX,-28.24,0.34974313883280383
746,906,TOT,360 Capital REIT,Financials,$112.55 M,TOT.AX,-17.95,0.19990503327546177
747,907,GT1,Green Technology Metals Ltd,Materials,$112.47 M,GT1.AX,150.0,0.9273402022025597
748,908,PYG,Paygroup Ltd,Information Technology,$112.41 M,PYG.AX,106.52,1.6244833799144076
749,909,BWX,BWX Ltd,Consumer Staples,$112.17 M,BWX.AX,-87.25,0.6840747072853608
750,910,SPY,SPDR S&P 500 ETF Trust,Financials,$111.68 M,SPY.AX,-0.37,0.15494916248754906
751,911,PTX,Prescient Therapeutics Ltd,Health Care,$111.23 M,PTX.AX,-17.07,0.9631525621353306
752,912,88E,88 Energy Ltd,Energy,$111.2 M,88E.AX,-75.0,1.02702220043634
753,913,RYD,Ryder Capital Ltd,Financials,$110.3 M,RYD.AX,-26.42,0.24660091921782498
754,914,URF,US Masters Residential Property Fund,Real Estate,$110.26 M,URF.AX,10.0,0.6879870714587818
755,915,IPD,Impedimed Ltd,Health Care,$110.23 M,IPD.AX,-43.64,0.6361279380397096
756,916,RAP,Resapp Health Ltd,Health Care,$109.61 M,RAP.AX,210.98,1.0347753365605703
757,917,EL8,Elevate Uranium Ltd,Energy,$108.82 M,EL8.AX,27.42,1.009640226852039
758,918,BLU,Blue Energy Ltd,Energy,$108.5 M,BLU.AX,7.58,0.7715114270371758
759,919,SND,Saunders International Ltd,Industrials,$108.27 M,SND.AX,29.11,0.3997876995186441
760,920,CE1,Calima Energy Ltd,Energy,$107.87 M,CE1.AX,-2.78,0.7850796525230577
761,921,4DS,4DS Memory Ltd,Information Technology,$106.76 M,4DS.AX,-49.66,1.1525635746177103
762,922,DSK,Dusk Group Ltd,Consumer Discretionary,$106.48 M,DSK.AX,-52.63,0.4983294966806982
763,923,BBT,Bluebet Holdings Ltd,Consumer Discretionary,$106.06 M,BBT.AX,-53.51,0.7791405813504217
764,924,MVP,Medical Developments International Ltd,Health Care,$105.89 M,MVP.AX,-68.2,0.5935287624127689
765,925,CCR,Credit Clear Ltd,Information Technology,$105.65 M,CCR.AX,-32.38,0.57086360802703
766,926,STM,Sunstone Metals Ltd,Materials,$105.55 M,STM.AX,173.33,1.3423910271780624
767,927,DRA,DRA Global Ltd,Industrials,$105.35 M,DRA.AX,-50.76,0.41343117447158584
768,928,EVO,Evolve Education Group Ltd,Consumer Discretionary,$105.3 M,EVO.AX,-17.5,0.39945111703151714
769,929,VVA,Viva Leisure Ltd,Consumer Discretionary,$103.84 M,VVA.AX,-31.77,0.515683884978048
770,930,AZY,Antipa Minerals Ltd,Materials,$103.61 M,AZY.AX,-23.26,0.6431620399377002
771,931,NSC,Naos Small Cap Opportunities Company Ltd,Financials,$103.55 M,NSC.AX,-25.39,0.2088373132809717
772,932,EAI,Ellerston Asian Investments Ltd,Financials,$103.28 M,EAI.AX,-31.93,0.20987409728999734
773,933,JAN,Janison Education Group Ltd,Information Technology,$102.49 M,JAN.AX,-50.57,0.5176621537802271
774,934,PGL,Prospa Group Ltd,Financials,$102.09 M,PGL.AX,-27.06,0.6336707187599186
775,935,BCN,Beacon Minerals Ltd,Materials,$101.96 M,BCN.AX,-15.15,0.4524796079463668
776,936,ASN,Anson Resources Ltd,Materials,$101.76 M,ASN.AX,52.31,0.936679619568177
777,937,WZR,Wisr Ltd,Financials,$101.72 M,WZR.AX,-72.73,0.7079650861154692
778,938,GLL,Galilee Energy Ltd,Energy,$101.56 M,GLL.AX,-43.4,0.642893115859193
779,939,CAE,Cannindah Resources Ltd,Materials,$101.41 M,CAE.AX,222.03,1.2801536945781946
780,940,NET,Netlinkz Ltd,Information Technology,$101.24 M,NET.AX,40.91,1.030696906660331
781,941,SOM,Somnomed Ltd,Health Care,$100.14 M,SOM.AX,-45.0,0.4391350451768981
782,942,GCY,Gascoyne Resources Ltd,Materials,$100.09 M,GCY.AX,-21.67,0.614974836454487
783,943,EMH,European Metals Holdings Ltd,Materials,$99.95 M,EMH.AX,-51.37,0.6819211977691848
784,944,IKE,Ikegps Group Ltd,Information Technology,$99.66 M,IKE.AX,-43.18,0.5816142508671664
785,945,GDC,Global Data Centre Group,Financials,$98.91 M,GDC.AX,-28.09,0.29251010441886255
786,946,ASH,Ashley Services Group Ltd,Industrials,$98.62 M,ASH.AX,48.91,0.46291149701495915
787,947,CYC,Cyclopharm Ltd,Health Care,$98.51 M,CYC.AX,-39.37,0.525967573901116
788,948,HZR,HAZER Group Ltd,Materials,$97.74 M,HZR.AX,-29.41,0.7237832613418765
789,949,WSP,Whispir Ltd,Information Technology,$97.72 M,WSP.AX,-66.26,0.7175941221839603
790,950,NZK,New Zealand King Salmon Investments Ltd,Consumer Staples,$97.46 M,NZK.AX,-86.96,1.10689609727875
791,951,WKT,Walkabout Resources Ltd,Materials,$97.24 M,WKT.AX,7.5,0.5912629372021164
792,952,SDI,SDI Ltd,Health Care,$96.28 M,SDI.AX,-10.99,0.35066298417875835
793,953,KIL,Kiland Ltd,Materials,$96.17 M,KIL.AX,17.14,0.4079889843781963
794,954,4DX,4DMEDICAL Ltd,Health Care,$96.12 M,4DX.AX,-60.68,0.7451473024916405
795,955,PEX,Peel Mining Ltd,Materials,$95.83 M,PEX.AX,-38.89,0.5929739270197164
796,956,SLA,Silk Laser Australia Ltd,Consumer Discretionary,$95.68 M,SLA.AX,-59.44,0.4212071396295845
797,957,VLS,Vita Life Sciences Ltd,Health Care,$95.65 M,VLS.AX,73.08,0.42957144002599557
798,958,HCH,Hot Chili Ltd,Materials,$95.36 M,HCH.AX,-51.71,91.21322128769793
799,959,LIN,Lindian Resources Ltd,Materials,$95.36 M,LIN.AX,447.62,1.0940712856220847
800,960,SNC,Sandon Capital Investments Ltd,Financials,$95.04 M,SNC.AX,-29.73,0.22984095453697082
801,961,ESS,Essential Metals Ltd,Materials,$94.9 M,ESS.AX,313.98,1.329981783669261
802,962,LMG,Latrobe Magnesium Ltd,Materials,$94.62 M,LMG.AX,210.53,1.2800757967205232
803,963,DME,Dome Gold Mines Ltd,Materials,$94.39 M,DME.AX,54.29,0.6467675643867006
804,964,WMC,Wiluna Mining Corporation Ltd,Materials,$94.16 M,WMC.AX,-71.59,0.5359555516632993
805,965,BBL,Brisbane Broncos Ltd,Communication Services,$94.12 M,BBL.AX,100.0,0.8524603809211918
806,966,ICI,Icandy Interactive Ltd,Communication Services,$93.77 M,ICI.AX,5.71,0.9912593172541178
807,967,TEK,Thorney Technologies Ltd,Financials,$93.51 M,TEK.AX,-49.43,0.45284337236421146
808,968,AUC,Ausgold Ltd,Materials,$93.36 M,AUC.AX,12.2,0.6660774546740726
809,969,VMT,Vmoto Ltd,Consumer Discretionary,$93.28 M,VMT.AX,-2.94,0.49945116549682733
810,970,1MC,Morella Corporation Ltd,Materials,$93.17 M,1MC.AX,-74.29,1.4081210643379651
811,971,ZNC,Zenith Minerals Ltd,Materials,$93.09 M,ZNC.AX,0.0,0.7873952068987305
812,972,AUT,Auteco Minerals Ltd,Materials,$93.03 M,AUT.AX,-47.06,0.6410137619786789
813,973,ACQ,Acorn Capital Investment Fund Ltd,Financials,$92.52 M,ACQ.AX,-26.63,0.3448980527359816
814,974,TWD,Tamawood Ltd,Consumer Discretionary,$92.42 M,TWD.AX,-23.12,0.35298135068620784
815,975,GDA,Good Drinks Australia Ltd,Consumer Staples,$91.76 M,GDA.AX,-14.88,0.32288838036237144
816,976,TMT,Technology Metals Australia Ltd,Materials,$91.27 M,TMT.AX,33.85,0.7141427949154545
817,977,TOP,Thorney Opportunities Ltd,Financials,$90.71 M,TOP.AX,-14.68,0.24331955595206453
818,978,NZO,New Zealand Oil & Gas Ltd,Energy,$90.7 M,NZO.AX,3.85,0.3017000135073392
819,979,MCP,Mcpherson's Ltd,Consumer Staples,$90.62 M,MCP.AX,-38.05,0.3575862154446952
820,980,CYM,Cyprium Metals Ltd,Materials,$90.37 M,CYM.AX,-37.26,0.8222076973810969
821,981,MAM,Microequities Asset Management Group Ltd,Financials,$89.52 M,MAM.AX,-5.63,0.46356199334843484
822,982,AEE,Aura Energy Ltd,Energy,$89.51 M,AEE.AX,-11.31,4.995465166414175
823,983,DUR,Duratec Ltd,Industrials,$89.01 M,DUR.AX,-5.13,0.4890291104003618
824,984,POD,Podium Minerals Ltd,Materials,$88.87 M,POD.AX,-41.41,0.9239716943038532
825,985,HLTH,Vaneck Global Healthcare Leaders ETF,Financials,$88.41 M,HLTH.AX,-7.3,0.17810919012848012
826,986,MXI,Maxiparts Ltd,Industrials,$88.4 M,MXI.AX,-22.54,0.5519549776194913
827,987,CU6,Clarity Pharmaceuticals Ltd,Health Care,$88.13 M,CU6.AX,-65.0,0.6078776433983472
828,988,EBR,EBR Systems Inc,Health Care,$88.1 M,EBR.AX,-68.98,0.7985230526730664
829,989,PLY,Playside Studios Ltd,Communication Services,$88.02 M,PLY.AX,121.82,0.8971450956007009
830,990,ASO,Aston Minerals Ltd,Materials,$87.97 M,ASO.AX,-50.63,0.9575508081967733
831,991,DCN,Dacian Gold Ltd,Materials,$87.89 M,DCN.AX,-71.07,0.8179775235240696
832,992,ACB,A-Cap Energy Ltd,Energy,$87.5 M,ACB.AX,19.71,1.3735594466630618
833,993,RFG,Retail Food Group Ltd,Consumer Discretionary,$87.09 M,RFG.AX,-39.71,0.47951579380253784
834,994,NXG,Nexgen Energy (Canada) Ltd,Energy,$86.8 M,NXG.AX,1.79,0.6441390110819311
835,995,LM8,Lunnon Metals Ltd,Materials,$86.8 M,LM8.AX,81.61,0.8651130377136839
836,996,ACW,Actinogen Medical Ltd,Health Care,$86.19 M,ACW.AX,-65.71,0.9806973809622082
837,997,KZA,KAZIA Therapeutics Ltd,Health Care,$85.33 M,KZA.AX,-52.87,0.5874188632032318
838,998,ORN,Orion Minerals Ltd,Materials,$85.16 M,ORN.AX,-45.71,0.7170342366829864
839,999,SMI,Santana Minerals Ltd,Materials,$84.89 M,SMI.AX,652.94,1.052063789973198
840,1000,BSX,Blackstone Minerals Ltd,Materials,$84.86 M,BSX.AX,-47.06,0.8026712928597863
841,1001,LIS,Li-S Energy Ltd,Industrials,$84.62 M,LIS.AX,-40.0,0.7966341379433632
842,1002,EUR,European Lithium Ltd,Materials,$84.36 M,EUR.AX,12.96,1.0447718586824384
843,1003,PIQ,Proteomics International Laboratories Ltd,Health Care,$84.04 M,PIQ.AX,-14.05,0.7031144428038727
844,1004,GTN,GTN Ltd,Communication Services,$83.96 M,GTN.AX,21.88,0.5062602222772967
845,1005,CAN,Cann Group Ltd,Health Care,$83.8 M,CAN.AX,-32.39,0.6168114182648147
846,1006,BRU,Buru Energy Ltd,Energy,$83.45 M,BRU.AX,-3.45,0.9511738229618412
847,1007,TUL,Tulla Resources Plc,Materials,$83.31 M,TUL.AX,10.64,0.5990984674396583
848,1008,CD2,CD Private Equity Fund Ii,Financials,$83.06 M,CD2.AX,3.79,0.40383753599042865
849,1009,COS,Cosol Ltd,Information Technology,$83.02 M,COS.AX,-11.36,0.5436155528943392
850,1010,RXM,REX Minerals Ltd,Materials,$82.97 M,RXM.AX,-58.82,0.7011112511522922
851,1011,ESPO,Vaneck Video Gaming and Esports ETF,Financials,$82.91 M,ESPO.AX,-20.97,0.25608798920426057
852,1012,KGL,KGL Resources Ltd,Materials,$82.9 M,KGL.AX,-68.94,0.8361222539983065
853,1013,DNK,Danakali Ltd,Materials,$82.88 M,DNK.AX,-52.63,0.6673314306972696
854,1014,TGN,Tungsten Mining NL,Materials,$82.57 M,TGN.AX,-22.22,0.6230817414168272
855,1015,AVC,Auctus Investment Group Ltd,Financials,$81.67 M,AVC.AX,-5.46,0.41633826741164315
856,1016,KLL,Kalium Lakes Ltd,Materials,$81.54 M,KLL.AX,-72.94,0.8223908025283648
857,1017,GAP,Gale Pacific Ltd,Consumer Discretionary,$81.54 M,GAP.AX,-28.05,0.5613400446014916
858,1018,ELT,Elementos Ltd,Materials,$81.48 M,ELT.AX,8.24,0.8053632382980479
859,1019,BIS,Bisalloy Steel Group Ltd,Materials,$81.46 M,BIS.AX,45.38,0.4754815696410628
860,1020,TGA,Thorn Group Ltd,Consumer Discretionary,$81.44 M,TGA.AX,9.09,0.37390963232216146
861,1021,TTM,Titan Minerals Ltd,Materials,$80.38 M,TTM.AX,-50.44,0.7755360409472267
862,1022,RVR,Red River Resources Ltd,Materials,$80.36 M,RVR.AX,-22.5,0.5580093143074478
863,1023,KOV,Korvest Ltd,Industrials,$80.26 M,KOV.AX,43.74,0.35708473329305646
864,1024,DRO,Droneshield Ltd,Industrials,$80.02 M,DRO.AX,19.36,0.6002907847864993
865,1025,CTP,Central Petroleum Ltd,Energy,$79.85 M,CTP.AX,-4.35,0.6194289100608658
866,1026,SEQ,Sequoia Financial Group Ltd,Financials,$79.82 M,SEQ.AX,8.33,0.36847956536651894
867,1027,MFD,Mayfield Childcare Ltd,Consumer Discretionary,$79.59 M,MFD.AX,14.82,0.3474521535138947
868,1028,HAV,Havilah Resources Ltd,Materials,$79.15 M,HAV.AX,6.38,1.074538401052767
869,1029,FCT,Firstwave Cloud Technology Ltd,Information Technology,$78.13 M,FCT.AX,-32.34,0.7921963970458555
870,1030,FAR,FAR Ltd,Energy,$77.84 M,FAR.AX,-38.58,0.7414380952522192
871,1031,RLT,Renergen Ltd,Energy,$77.78 M,RLT.AX,81.56,0.6324302870369631
872,1032,CSS,Clean Seas Seafood Ltd,Consumer Staples,$77.72 M,CSS.AX,-12.15,0.4106310710510029
873,1033,BRK,Brookside Energy Ltd,Energy,$77.27 M,BRK.AX,-21.74,0.9023428740865378
874,1034,OCC,Orthocell Ltd,Health Care,$76.88 M,OCC.AX,-34.45,0.5914346424226
875,1035,CLX,Cti Logistics Ltd,Industrials,$76.86 M,CLX.AX,10.11,0.40888518926390005
876,1036,RND,Rand Mining Ltd,Materials,$76.78 M,RND.AX,-6.9,0.3040897592876102
877,1037,HIT,Hitech Group Australia Ltd,Industrials,$76.76 M,HIT.AX,-6.5,0.3784522600197186
878,1038,CUP,Countplus Ltd,Industrials,$76.53 M,CUP.AX,-34.95,0.36442439407077104
879,1039,FSG,Field Solutions Holdings Ltd,Communication Services,$76.37 M,FSG.AX,-33.33,0.7274073095907302
880,1040,AEG,Absolute Equity Performance Fund Ltd,Financials,$76.37 M,AEG.AX,-20.28,0.27947907304035735
881,1041,WIN,Widgie Nickel Ltd,Materials,$76.31 M,WIN.AX,52.5,1.12552744560055
882,1042,TMH,The Market Herald Ltd,Communication Services,$76.14 M,TMH.AX,-35.0,0.508587539259423
883,1043,XRF,XRF Scientific Ltd,Industrials,$76.1 M,XRF.AX,24.44,0.42272969830966955
884,1044,MGT,Magnetite Mines Ltd,Materials,$75.83 M,MGT.AX,-76.58,0.8589568492563449
885,1045,NAM,Namoi Cotton Ltd,Industrials,$75.73 M,NAM.AX,20.55,0.46743032727708655
886,1046,OKU,Oklo Resources Ltd,Materials,$75.67 M,OKU.AX,42.86,1.066960730136342
887,1047,STK,Strickland Metals Ltd,Materials,$75.59 M,STK.AX,40.48,0.8248094804280904
888,1048,PH2,Pure Hydrogen Corporation Ltd,Energy,$75.26 M,PH2.AX,4.76,0.9522210498933531
889,1049,UBI,Universal Biosensors Inc,Health Care,$75.2 M,UBI.AX,-55.63,0.5582864973907057
890,1050,DBF,Duxton Farms Ltd,Consumer Staples,$75.05 M,DBF.AX,35.99,0.32130696720310964
891,1051,TVL,Touch Ventures Ltd,Financials,$74.9 M,TVL.AX,-73.75,0.601980370239629
892,1052,DVDY,Vaneck Morningstar Australian Moat Income ETF,Financials,$74.85 M,DVDY.AX,-7.58,0.1434325080981119
893,1053,BFC,Beston Global Food Company Ltd,Consumer Staples,$74.29 M,BFC.AX,-36.3,0.8212978286972942
894,1054,CLU,Cluey Ltd,Consumer Discretionary,$74.25 M,CLU.AX,-42.61,0.5421181184596118
895,1055,HMY,Harmoney Corp Ltd,Financials,$74.25 M,HMY.AX,-43.46,0.4980288866426035
896,1056,SHM,Shriro Holdings Ltd,Consumer Discretionary,$74.11 M,SHM.AX,-32.02,0.353843810324248
897,1057,BRV,Big River Gold Ltd,Materials,$73.82 M,BRV.AX,-12.99,0.7639629921840401
898,1058,LBL,Laserbond Ltd,Industrials,$73.78 M,LBL.AX,-27.42,0.5060811500549925
899,1059,LER,Leaf Resources Ltd,Materials,$73.32 M,LER.AX,-31.3,0.3672373398935583
900,1060,E25,Element 25 Ltd,Materials,$73.3 M,E25.AX,-78.48,0.7599554004137924
901,1061,ZEO,Zeotech Ltd,Materials,$73.2 M,ZEO.AX,-36.0,0.6520576221636609
902,1062,SGH,Slater & Gordon Ltd,Consumer Discretionary,$72.9 M,SGH.AX,-23.53,0.47873035247129647
903,1063,SWP,Swoop Holdings Ltd,Communication Services,$72.66 M,SWP.AX,-44.75,0.7699407173375076
904,1064,VRX,VRX Silica Ltd,Materials,$72.59 M,VRX.AX,-40.91,0.7022214830634645
905,1065,KSS,Kleos Space S.A,Industrials,$72.3 M,KSS.AX,-56.92,0.49344057815312786
906,1066,DEV,DEVEX Resources Ltd,Materials,$72.26 M,DEV.AX,-33.33,1.0088798566825607
907,1067,IKW,Ikwezi Mining Ltd,Energy,$71.95 M,IKW.AX,883.33,1.1457578031470097
908,1068,ATR,Astron Corporation Ltd,Materials,$71.65 M,ATR.AX,0.86,0.853835948935503
909,1069,NC1,Nico Resources Ltd,Materials,$71.55 M,NC1.AX,310.0,1.5738960052322442
910,1070,EOF,Ecofibre Ltd,Health Care,$71.54 M,EOF.AX,-73.2,0.608115650449468
911,1071,G1A,Galena Mining Ltd,Materials,$71.46 M,G1A.AX,-37.5,0.6470616808966644
912,1072,GRV,Greenvale Mining Ltd,Energy,$71.45 M,GRV.AX,-38.98,1.0762391765773918
913,1073,STG,Straker Translations Ltd,Industrials,$71.19 M,STG.AX,-46.97,0.44648659425007425
914,1074,WCG,Webcentral Ltd,Information Technology,$71.18 M,WCG.AX,-57.0,0.6202437221338918
915,1075,WOA,Wide Open Agriculture Ltd,Consumer Staples,$71.15 M,WOA.AX,-33.53,0.5269567182242844
916,1076,ATL,Apollo Tourism & Leisure Ltd,Consumer Discretionary,$70.74 M,ATL.AX,1.33,0.6690485925866027
917,1077,XF1,Xref Ltd,Information Technology,$70.41 M,XF1.AX,24.59,0.6776922039617703
918,1078,SSL,Sietel Ltd,Real Estate,$70.07 M,SSL.AX,8.29,0.145169459404376
919,1079,CXM,Centrex Ltd,Materials,$70.02 M,CXM.AX,139.19,2.087600246656635
920,1080,BMT,Beamtree Holdings Ltd,Health Care,$69.61 M,BMT.AX,-26.92,0.7152334434913732
921,1081,AJL,AJ Lucas Group Ltd,Industrials,$69.38 M,AJL.AX,132.0,1.0795894612323649
922,1082,RMI,Resource Mining Corporation Ltd,Materials,$69 M,RMI.AX,1078.57,1.4312214367972431
923,1083,TSI,Top Shelf International Holdings Ltd,Consumer Staples,$68.98 M,TSI.AX,-36.57,0.452337587026414
924,1084,CRR,Critical Resources Ltd,Materials,$68.45 M,CRR.AX,70.37,1.0437385485666877
925,1085,MNB,Minbos Resources Ltd,Materials,$68.34 M,MNB.AX,113.12,0.9002739935455573
926,1086,PTL,Pental Ltd,Consumer Staples,$68.18 M,PTL.AX,-4.76,0.2983915301737903
927,1087,ADA,Adacel Technologies Ltd,Information Technology,$68.11 M,ADA.AX,-4.3,0.5498609775732992
928,1088,TNG,TNG Ltd,Materials,$68.03 M,TNG.AX,-20.97,0.7154576681241459
929,1089,JYC,Joyce Corporation Ltd,Consumer Discretionary,$67.84 M,JYC.AX,-9.43,0.41706269167186577
930,1090,CVV,Caravel Minerals Ltd,Materials,$67.49 M,CVV.AX,-64.08,0.9191832267570706
931,1091,NML,Navarre Minerals Ltd,Materials,$67.34 M,NML.AX,-51.55,0.6326444089970519
932,1092,IRI,Integrated Research Ltd,Information Technology,$67.27 M,IRI.AX,-80.15,0.5842304995626286
933,1093,ATC,Altech Chemicals Ltd,Materials,$67.06 M,ATC.AX,0.0,0.9605378387490449
934,1094,MLG,MLG OZ Ltd,Materials,$67.01 M,MLG.AX,-51.06,0.5082253566282926
935,1095,HRL,HRL Holdings Ltd,Industrials,$66.74 M,HRL.AX,17.39,0.843806295163614
936,1096,LSX,Lion Selection Group Ltd,Financials,$66.65 M,LSX.AX,8.54,0.474396634291352
937,1097,USQ,US Student Housing REIT,Real Estate,$66.65 M,USQ.AX,-13.04,0.3123194710707717
938,1098,PEK,Peak Rare EARTHS Ltd,Materials,$66.35 M,PEK.AX,-67.68,0.7532351013716058
939,1099,BC8,Black Cat Syndicate Ltd,Materials,$66.23 M,BC8.AX,-50.4,0.5701998951473637
940,1100,SB2,Salter Brothers Emerging Companies Ltd,Financials,$66.07 M,SB2.AX,-27.46,0.1740572660897195
941,1101,FYI,FYI Resources Ltd,Materials,$65.86 M,FYI.AX,-65.05,0.8958437899220164
942,1102,HGO,Hillgrove Resources Ltd,Materials,$65.76 M,HGO.AX,-6.67,0.655793118672001
943,1103,PRL,Province Resources Ltd,Materials,$65.51 M,PRL.AX,-58.52,0.7036441878613352
944,1104,VR1,Vection Technologies Ltd,Information Technology,$65.49 M,VR1.AX,3.51,1.059845743577849
945,1105,SPZ,Smart Parking Ltd,Information Technology,$65.22 M,SPZ.AX,-5.13,0.4834756389766058
946,1106,ONE,Oneview Healthcare Plc,Health Care,$64.83 M,ONE.AX,-72.83,0.7953218063765245
947,1107,LME,Limeade Inc,Information Technology,$64.65 M,LME.AX,-65.54,0.6704454403729632
948,1108,MWY,Midway Ltd,Materials,$64.63 M,MWY.AX,-17.78,0.6573540014055775
949,1109,RZI,RAIZ Invest Ltd,Financials,$64.48 M,RZI.AX,-55.77,0.5848131391159129
950,1110,FGR,First Graphene Ltd,Materials,$64.4 M,FGR.AX,-54.9,0.6911740156355886
951,1111,BOL,Boom Logistics Ltd,Industrials,$64.17 M,BOL.AX,3.45,0.4227703942228044
952,1112,MSV,Mitchell Services Ltd,Materials,$64.11 M,MSV.AX,-25.67,0.5064872241465236
953,1113,CDD,Cardno Ltd,Industrials,$64.06 M,CDD.AX,-82.74,1.270255246564843
954,1114,SEG,Sports Entertainment Group Ltd,Communication Services,$63.97 M,SEG.AX,6.52,0.5354199687906629
955,1115,CBR,Carbon Revolution Ltd,Consumer Discretionary,$63.09 M,CBR.AX,-72.15,0.7409494839353694
956,1116,EM2,Eagle Mountain Mining Ltd,Materials,$63.01 M,EM2.AX,-70.99,0.807464416576701
957,1117,SPQ,Superior Resources Ltd,Materials,$62.95 M,SPQ.AX,208.33,1.1999231854529133
958,1118,FMS,Flinders Mines Ltd,Materials,$62.47 M,FMS.AX,-57.71,0.6477991955971818
959,1119,OEL,Otto Energy Ltd,Energy,$62.34 M,OEL.AX,62.5,0.9015665223747303
960,1120,AKL,Auckland Real Estate Trust,Real Estate,$62.27 M,AKL.AX,0.65,0.1402961912081692
961,1121,BNO,Bionomics Ltd,Health Care,$62.25 M,BNO.AX,-75.79,0.8184015057527572
962,1122,AZS,AZURE Minerals Ltd,Materials,$62.15 M,AZS.AX,-16.67,1.0064127656932746
963,1123,YOJ,Yojee Ltd,Information Technology,$62.09 M,YOJ.AX,-68.57,0.7093317744237041
964,1124,TOY,Toys'R'US ANZ Ltd,Consumer Discretionary,$62.05 M,TOY.AX,-31.43,0.7237015827730694
965,1125,XTC,Xantippe Resources Ltd,Materials,$61.57 M,XTC.AX,300.0,1.8430507023935427
966,1126,KIN,KIN Mining NL,Materials,$61.5 M,KIN.AX,-40.14,0.6248585317472659
967,1127,TZN,Terramin Australia Ltd,Materials,$61.38 M,TZN.AX,-3.33,1.0951652904943843
968,1128,NCC,Naos Emerging Opportunities Company Ltd,Financials,$61.28 M,NCC.AX,-18.05,0.23144273872253582
