Rank,Code,Company,Price,1 Day,1 Week,1 Month,1 Year,Sector,Mkt Cap
928,EVO,Evolve Education Group Ltd,$0.66,0.76%,3.94%,-5.71%,-17.50%,Consumer Discretionary,$105.3 M
929,VVA,Viva Leisure Ltd,$1.16,-1.28%,-2.11%,-26.12%,-31.77%,Consumer Discretionary,$103.84 M
930,AZY,Antipa Minerals Ltd,$0.03,3.13%,-5.71%,-26.67%,-23.26%,Materials,$103.61 M
931,NSC,Naos Small Cap Opportunities Company Ltd,$0.72,0.00%,0.00%,-7.69%,-25.39%,Financials,$103.55 M
932,EAI,Ellerston Asian Investments Ltd,$0.81,0.00%,1.25%,0.62%,-31.93%,Financials,$103.28 M
933,JAN,Janison Education Group Ltd,$0.44,-3.33%,-1.14%,-34.09%,-50.57%,Information Technology,$102.49 M
934,PGL,Prospa Group Ltd,$0.62,-3.13%,2.48%,-16.22%,-27.06%,Financials,$102.09 M
935,BCN,Beacon Minerals Ltd,$0.03,-3.45%,-3.45%,-12.50%,-15.15%,Materials,$101.96 M
936,ASN,Anson Resources Ltd,$0.10,2.06%,-1.00%,-23.85%,52.31%,Materials,$101.76 M
937,WZR,Wisr Ltd,$0.08,-1.32%,-3.85%,-25.00%,-72.73%,Financials,$101.72 M
938,GLL,Galilee Energy Ltd,$0.30,1.70%,-6.25%,-3.23%,-43.40%,Energy,$101.56 M
939,CAE,Cannindah Resources Ltd,$0.19,-15.56%,5.56%,-22.45%,222.03%,Materials,$101.41 M
940,NET,Netlinkz Ltd,$0.03,24.00%,-6.06%,-38.00%,40.91%,Information Technology,$101.24 M
941,SOM,Somnomed Ltd,$1.21,0.83%,-3.20%,-20.40%,-45.00%,Health Care,$100.14 M
942,GCY,Gascoyne Resources Ltd,$0.24,-2.08%,4.44%,-17.54%,-21.67%,Materials,$100.09 M
943,EMH,European Metals Holdings Ltd,$0.71,0.00%,6.77%,-25.26%,-51.37%,Materials,$99.95 M
944,IKE,Ikegps Group Ltd,$0.63,0.81%,17.93%,-6.72%,-43.18%,Information Technology,$99.66 M
945,GDC,Global Data Centre Group,$1.28,0.00%,-1.54%,-10.49%,-28.09%,Financials,$98.91 M
946,ASH,Ashley Services Group Ltd,$0.69,-0.73%,0.00%,1.48%,48.91%,Industrials,$98.62 M
947,CYC,Cyclopharm Ltd,$1.06,-0.94%,1.44%,-15.60%,-39.37%,Health Care,$98.51 M
948,HZR,HAZER Group Ltd,$0.60,11.11%,13.21%,-20.00%,-29.41%,Materials,$97.74 M
949,WSP,Whispir Ltd,$0.83,-9.29%,7.10%,-16.16%,-66.26%,Information Technology,$97.72 M
950,NZK,New Zealand King Salmon Investments Ltd,$0.18,5.88%,-2.70%,0.00%,-86.96%,Consumer Staples,$97.46 M
951,WKT,Walkabout Resources Ltd,$0.22,0.00%,0.00%,0.00%,7.50%,Materials,$97.24 M
952,SDI,SDI Ltd,$0.81,0.00%,1.25%,3.19%,-10.99%,Health Care,$96.28 M
953,KIL,Kiland Ltd,$1.27,4.10%,-1.55%,11.40%,17.14%,Materials,$96.17 M
954,4DX,4DMEDICAL Ltd,$0.46,27.78%,31.43%,-25.81%,-60.68%,Health Care,$96.12 M
955,PEX,Peel Mining Ltd,$0.17,-2.94%,-2.94%,-21.43%,-38.89%,Materials,$95.83 M
956,SLA,Silk Laser Australia Ltd,$1.81,-0.82%,-9.75%,-32.14%,-59.44%,Consumer Discretionary,$95.68 M
957,VLS,Vita Life Sciences Ltd,$1.80,-0.28%,0.00%,0.00%,73.08%,Health Care,$95.65 M
958,HCH,Hot Chili Ltd,$0.85,-5.06%,0.60%,-28.99%,-51.71%,Materials,$95.36 M
959,LIN,Lindian Resources Ltd,$0.12,-4.17%,32.18%,109.09%,447.62%,Materials,$95.36 M
960,SNC,Sandon Capital Investments Ltd,$0.70,-2.78%,-1.41%,-14.63%,-29.73%,Financials,$95.04 M
961,ESS,Essential Metals Ltd,$0.39,-3.75%,11.59%,-31.86%,313.98%,Materials,$94.9 M
962,LMG,Latrobe Magnesium Ltd,$0.06,1.72%,11.32%,-21.33%,210.53%,Materials,$94.62 M
963,DME,Dome Gold Mines Ltd,$0.27,0.00%,-3.57%,8.00%,54.29%,Materials,$94.39 M
964,WMC,Wiluna Mining Corporation Ltd,$0.26,-8.77%,-16.13%,-53.98%,-71.59%,Materials,$94.16 M
965,BBL,Brisbane Broncos Ltd,$0.96,0.00%,11.63%,-2.04%,100.00%,Communication Services,$94.12 M
966,ICI,Icandy Interactive Ltd,$0.07,2.78%,34.55%,0.00%,5.71%,Communication Services,$93.77 M
967,TEK,Thorney Technologies Ltd,$0.22,4.76%,-4.35%,-15.39%,-49.43%,Financials,$93.51 M
968,AUC,Ausgold Ltd,$0.05,-4.17%,-6.12%,-20.69%,12.20%,Materials,$93.36 M
969,VMT,Vmoto Ltd,$0.33,1.54%,6.45%,-13.16%,-2.94%,Consumer Discretionary,$93.28 M
970,1MC,Morella Corporation Ltd,$0.02,-10.00%,12.50%,-35.71%,-74.29%,Materials,$93.17 M
971,ZNC,Zenith Minerals Ltd,$0.27,-6.90%,0.00%,-28.95%,0.00%,Materials,$93.09 M
972,AUT,Auteco Minerals Ltd,$0.05,12.50%,9.76%,-13.46%,-47.06%,Materials,$93.03 M
973,ACQ,Acorn Capital Investment Fund Ltd,$1.08,1.42%,2.38%,-15.02%,-26.63%,Financials,$92.52 M
974,TWD,Tamawood Ltd,$2.66,-5.00%,-4.66%,-12.79%,-23.12%,Consumer Discretionary,$92.42 M
975,GDA,Good Drinks Australia Ltd,$0.72,-0.69%,5.15%,-8.33%,-14.88%,Consumer Staples,$91.76 M
976,TMT,Technology Metals Australia Ltd,$0.44,6.10%,38.10%,14.47%,33.85%,Materials,$91.27 M
977,TOP,Thorney Opportunities Ltd,$0.47,-3.13%,0.00%,-7.92%,-14.68%,Financials,$90.71 M
978,NZO,New Zealand Oil & Gas Ltd,$0.41,-1.22%,-1.22%,1.25%,3.85%,Energy,$90.7 M
979,MCP,Mcpherson's Ltd,$0.70,0.00%,-2.78%,-13.04%,-38.05%,Consumer Staples,$90.62 M
980,CYM,Cyprium Metals Ltd,$0.16,0.00%,16.36%,3.23%,-37.26%,Materials,$90.37 M
981,MAM,Microequities Asset Management Group Ltd,$0.67,0.00%,17.54%,-9.46%,-5.63%,Financials,$89.52 M
982,AEE,Aura Energy Ltd,$0.19,0.00%,15.63%,-8.64%,-11.31%,Energy,$89.51 M
983,DUR,Duratec Ltd,$0.37,-1.33%,5.71%,10.45%,-5.13%,Industrials,$89.01 M
984,POD,Podium Minerals Ltd,$0.29,1.75%,0.00%,-23.68%,-41.41%,Materials,$88.87 M
985,HLTH,Vaneck Global Healthcare Leaders ETF,$10.28,-0.48%,8.44%,2.29%,-7.30%,Financials,$88.41 M
986,MXI,Maxiparts Ltd,$1.87,1.91%,2.19%,-3.87%,-22.54%,Industrials,$88.4 M
987,CU6,Clarity Pharmaceuticals Ltd,$0.49,8.89%,11.36%,12.64%,-65.00%,Health Care,$88.13 M
988,EBR,EBR Systems Inc,$0.34,-4.29%,-20.24%,-21.18%,-68.98%,Health Care,$88.1 M
989,PLY,Playside Studios Ltd,$0.61,1.67%,15.09%,-16.44%,121.82%,Communication Services,$88.02 M
990,ASO,Aston Minerals Ltd,$0.08,-7.06%,-4.82%,-41.48%,-50.63%,Materials,$87.97 M
991,DCN,Dacian Gold Ltd,$0.08,2.53%,-15.63%,-56.22%,-71.07%,Materials,$87.89 M
992,ACB,A-Cap Energy Ltd,$0.07,-2.74%,9.23%,-14.46%,19.71%,Energy,$87.5 M
993,RFG,Retail Food Group Ltd,$0.04,-2.38%,-8.89%,-21.15%,-39.71%,Consumer Discretionary,$87.09 M
994,NXG,Nexgen Energy (Canada) Ltd,$5.70,2.33%,9.41%,-15.18%,1.79%,Energy,$86.8 M
995,LM8,Lunnon Metals Ltd,$0.79,0.00%,17.91%,-13.19%,81.61%,Materials,$86.8 M
996,ACW,Actinogen Medical Ltd,$0.05,-2.04%,-4.00%,-36.00%,-65.71%,Health Care,$86.19 M
997,KZA,KAZIA Therapeutics Ltd,$0.62,-0.81%,-16.33%,-21.15%,-52.87%,Health Care,$85.33 M
998,ORN,Orion Minerals Ltd,$0.02,5.56%,-13.64%,-13.64%,-45.71%,Materials,$85.16 M
999,SMI,Santana Minerals Ltd,$0.64,13.27%,12.28%,-27.68%,652.94%,Materials,$84.89 M
1000,BSX,Blackstone Minerals Ltd,$0.18,-10.00%,-5.26%,-38.98%,-47.06%,Materials,$84.86 M
1001,LIS,Li-S Energy Ltd,$0.51,2.00%,21.43%,-16.39%,-40.00%,Industrials,$84.62 M
1002,EUR,European Lithium Ltd,$0.06,0.00%,12.96%,-15.28%,12.96%,Materials,$84.36 M
1003,PIQ,Proteomics International Laboratories Ltd,$0.80,-0.63%,1.92%,-15.87%,-14.05%,Health Care,$84.04 M
1004,GTN,GTN Ltd,$0.39,-2.50%,-13.33%,-22.00%,21.88%,Communication Services,$83.96 M
1005,CAN,Cann Group Ltd,$0.24,0.00%,-2.04%,-20.00%,-32.39%,Health Care,$83.8 M
1006,BRU,Buru Energy Ltd,$0.14,3.70%,-3.45%,-17.65%,-3.45%,Energy,$83.45 M
1007,TUL,Tulla Resources Plc,$0.52,1.96%,6.12%,-9.57%,10.64%,Materials,$83.31 M
1008,CD2,CD Private Equity Fund Ii,$1.51,3.79%,14.02%,5.99%,3.79%,Financials,$83.06 M
1009,COS,Cosol Ltd,$0.59,0.00%,14.71%,2.63%,-11.36%,Information Technology,$83.02 M
1010,RXM,REX Minerals Ltd,$0.14,3.70%,-9.68%,-37.78%,-58.82%,Materials,$82.97 M
1011,ESPO,Vaneck Video Gaming and Esports ETF,$9.01,-1.64%,5.88%,0.56%,-20.97%,Financials,$82.91 M
1012,KGL,KGL Resources Ltd,$0.19,0.00%,-2.63%,-39.34%,-68.94%,Materials,$82.9 M
1013,DNK,Danakali Ltd,$0.23,-6.25%,-15.09%,-28.57%,-52.63%,Materials,$82.88 M
1014,TGN,Tungsten Mining NL,$0.11,0.00%,5.00%,-8.70%,-22.22%,Materials,$82.57 M
1015,AVC,Auctus Investment Group Ltd,$1.04,4.00%,4.00%,7.22%,-5.46%,Financials,$81.67 M
1016,KLL,Kalium Lakes Ltd,$0.07,1.47%,-8.00%,-22.47%,-72.94%,Materials,$81.54 M
1017,GAP,Gale Pacific Ltd,$0.30,0.00%,1.72%,-10.61%,-28.05%,Consumer Discretionary,$81.54 M
1018,ELT,Elementos Ltd,$0.46,-2.13%,22.67%,-30.83%,8.24%,Materials,$81.48 M
1019,BIS,Bisalloy Steel Group Ltd,$1.73,0.88%,0.58%,1.77%,45.38%,Materials,$81.46 M
1020,TGA,Thorn Group Ltd,$0.24,-2.04%,-2.04%,-3.03%,9.09%,Consumer Discretionary,$81.44 M
1021,TTM,Titan Minerals Ltd,$0.06,-13.64%,-18.57%,-28.75%,-50.44%,Materials,$80.38 M
1022,RVR,Red River Resources Ltd,$0.16,-3.13%,3.33%,-13.89%,-22.50%,Materials,$80.36 M
1023,KOV,Korvest Ltd,$7.00,2.04%,-0.57%,-10.37%,43.74%,Industrials,$80.26 M
1024,DRO,Droneshield Ltd,$0.19,0.00%,2.78%,-15.91%,19.36%,Industrials,$80.02 M
1025,CTP,Central Petroleum Ltd,$0.11,-4.35%,0.00%,-8.33%,-4.35%,Energy,$79.85 M
1026,SEQ,Sequoia Financial Group Ltd,$0.59,0.00%,-0.85%,-8.59%,8.33%,Financials,$79.82 M
1027,MFD,Mayfield Childcare Ltd,$1.24,-0.80%,2.48%,-15.93%,14.82%,Consumer Discretionary,$79.59 M
1028,HAV,Havilah Resources Ltd,$0.25,4.17%,-3.85%,-7.41%,6.38%,Materials,$79.15 M
1029,FCT,Firstwave Cloud Technology Ltd,$0.05,0.00%,2.17%,-11.32%,-32.34%,Information Technology,$78.13 M
1030,FAR,FAR Ltd,$0.78,1.30%,5.41%,0.00%,-38.58%,Energy,$77.84 M
1031,RLT,Renergen Ltd,$3.25,1.25%,-4.41%,3.50%,81.56%,Energy,$77.78 M
1032,CSS,Clean Seas Seafood Ltd,$0.47,-5.05%,-3.09%,-13.76%,-12.15%,Consumer Staples,$77.72 M
1033,BRK,Brookside Energy Ltd,$0.02,28.57%,28.57%,5.88%,-21.74%,Energy,$77.27 M
1034,OCC,Orthocell Ltd,$0.39,30.00%,21.88%,5.41%,-34.45%,Health Care,$76.88 M
1035,CLX,Cti Logistics Ltd,$0.98,0.00%,3.16%,-2.97%,10.11%,Industrials,$76.86 M
1036,RND,Rand Mining Ltd,$1.35,-2.17%,-3.92%,-10.00%,-6.90%,Materials,$76.78 M
1037,HIT,Hitech Group Australia Ltd,$1.87,1.08%,5.65%,-6.03%,-6.50%,Industrials,$76.76 M
1038,CUP,Countplus Ltd,$0.67,0.00%,15.52%,11.67%,-34.95%,Industrials,$76.53 M
1039,FSG,Field Solutions Holdings Ltd,$0.10,6.38%,1.01%,-23.08%,-33.33%,Communication Services,$76.37 M
1040,AEG,Absolute Equity Performance Fund Ltd,$0.85,2.42%,3.05%,1.81%,-20.28%,Financials,$76.37 M
1041,WIN,Widgie Nickel Ltd,$0.31,-17.57%,15.09%,-17.57%,52.50%,Materials,$76.31 M
1042,TMH,The Market Herald Ltd,$0.39,0.00%,-2.50%,-2.50%,-35.00%,Communication Services,$76.14 M
1043,XRF,XRF Scientific Ltd,$0.56,0.90%,3.70%,-15.15%,24.44%,Industrials,$76.1 M
1044,MGT,Magnetite Mines Ltd,$0.02,-4.76%,-16.67%,-23.08%,-76.58%,Materials,$75.83 M
1045,NAM,Namoi Cotton Ltd,$0.44,0.00%,3.53%,-13.73%,20.55%,Industrials,$75.73 M
1046,OKU,Oklo Resources Ltd,$0.15,3.45%,3.45%,3.45%,42.86%,Materials,$75.67 M
1047,STK,Strickland Metals Ltd,$0.06,-4.84%,-7.81%,-24.36%,40.48%,Materials,$75.59 M
1048,PH2,Pure Hydrogen Corporation Ltd,$0.22,0.00%,0.00%,-35.29%,4.76%,Energy,$75.26 M
1049,UBI,Universal Biosensors Inc,$0.36,4.41%,7.58%,-19.32%,-55.63%,Health Care,$75.2 M
1050,DBF,Duxton Farms Ltd,$1.80,-1.37%,3.76%,-1.91%,35.99%,Consumer Staples,$75.05 M
1051,TVL,Touch Ventures Ltd,$0.11,-12.50%,-8.70%,-27.59%,-73.75%,Financials,$74.9 M
1052,DVDY,Vaneck Morningstar Australian Moat Income ETF,$21.35,0.38%,4.81%,-0.88%,-7.58%,Financials,$74.85 M
1053,BFC,Beston Global Food Company Ltd,$0.09,-3.37%,30.30%,19.44%,-36.30%,Consumer Staples,$74.29 M
1054,CLU,Cluey Ltd,$0.66,4.76%,2.33%,-17.50%,-42.61%,Consumer Discretionary,$74.25 M
1055,HMY,Harmoney Corp Ltd,$0.74,-3.29%,-2.00%,-33.18%,-43.46%,Financials,$74.25 M
1056,SHM,Shriro Holdings Ltd,$0.78,3.33%,1.97%,-9.36%,-32.02%,Consumer Discretionary,$74.11 M
1057,BRV,Big River Gold Ltd,$0.34,-1.47%,-1.47%,0.00%,-12.99%,Materials,$73.82 M
1058,LBL,Laserbond Ltd,$0.68,0.00%,0.75%,-15.63%,-27.42%,Industrials,$73.78 M
1059,LER,Leaf Resources Ltd,$0.08,0.00%,0.00%,0.00%,-31.30%,Materials,$73.32 M
1060,E25,Element 25 Ltd,$0.48,-4.00%,-4.00%,-24.41%,-78.48%,Materials,$73.3 M
1061,ZEO,Zeotech Ltd,$0.05,2.13%,-5.88%,-9.43%,-36.00%,Materials,$73.2 M
1062,SGH,Slater & Gordon Ltd,$0.52,0.00%,-3.70%,-16.13%,-23.53%,Consumer Discretionary,$72.9 M
1063,SWP,Swoop Holdings Ltd,$0.50,-3.85%,-0.99%,-21.88%,-44.75%,Communication Services,$72.66 M
1064,VRX,VRX Silica Ltd,$0.13,0.00%,-7.14%,-27.78%,-40.91%,Materials,$72.59 M
1065,KSS,Kleos Space S.A,$0.41,-3.57%,-2.41%,-22.12%,-56.92%,Industrials,$72.3 M
1066,DEV,DEVEX Resources Ltd,$0.23,2.22%,-8.00%,-39.47%,-33.33%,Materials,$72.26 M
1067,IKW,Ikwezi Mining Ltd,$1.77,0.00%,21.23%,1.72%,883.33%,Energy,$71.95 M
1068,ATR,Astron Corporation Ltd,$0.59,0.86%,0.00%,4.46%,0.86%,Materials,$71.65 M
1069,NC1,Nico Resources Ltd,$0.82,2.50%,16.31%,-41.43%,310.00%,Materials,$71.55 M
1070,EOF,Ecofibre Ltd,$0.21,-8.89%,-16.33%,-44.60%,-73.20%,Health Care,$71.54 M
1071,G1A,Galena Mining Ltd,$0.15,0.00%,-3.23%,-23.08%,-37.50%,Materials,$71.46 M
1072,GRV,Greenvale Mining Ltd,$0.18,2.86%,-12.20%,2.86%,-38.98%,Energy,$71.45 M
1073,STG,Straker Translations Ltd,$1.05,-2.78%,0.00%,-6.67%,-46.97%,Industrials,$71.19 M
1074,WCG,Webcentral Ltd,$0.22,-2.27%,7.50%,-4.44%,-57.00%,Information Technology,$71.18 M
1075,WOA,Wide Open Agriculture Ltd,$0.56,-2.63%,-0.89%,-16.54%,-33.53%,Consumer Staples,$71.15 M
1076,ATL,Apollo Tourism & Leisure Ltd,$0.38,-3.80%,-9.52%,-26.92%,1.33%,Consumer Discretionary,$70.74 M
1077,XF1,Xref Ltd,$0.38,7.04%,1.33%,-19.15%,24.59%,Information Technology,$70.41 M
1078,SSL,Sietel Ltd,$8.75,0.00%,0.00%,-2.24%,8.29%,Real Estate,$70.07 M
1079,CXM,Centrex Ltd,$0.12,0.00%,4.55%,-17.86%,139.19%,Materials,$70.02 M
1080,BMT,Beamtree Holdings Ltd,$0.29,1.79%,9.62%,-13.64%,-26.92%,Health Care,$69.61 M
1081,AJL,AJ Lucas Group Ltd,$0.06,1.75%,1.75%,-9.38%,132.00%,Industrials,$69.38 M
1082,RMI,Resource Mining Corporation Ltd,$0.17,-5.71%,3.13%,6.45%,1078.57%,Materials,$69 M
1083,TSI,Top Shelf International Holdings Ltd,$1.07,-1.39%,8.67%,-17.44%,-36.57%,Consumer Staples,$68.98 M
1084,CRR,Critical Resources Ltd,$0.05,-4.17%,2.22%,-41.77%,70.37%,Materials,$68.45 M
1085,MNB,Minbos Resources Ltd,$0.13,-1.89%,0.00%,-23.53%,113.12%,Materials,$68.34 M
1086,PTL,Pental Ltd,$0.40,-3.61%,3.90%,-1.24%,-4.76%,Consumer Staples,$68.18 M
1087,ADA,Adacel Technologies Ltd,$0.89,1.14%,11.25%,-6.32%,-4.30%,Information Technology,$68.11 M
1088,TNG,TNG Ltd,$0.05,-3.92%,-16.95%,-30.99%,-20.97%,Materials,$68.03 M
1089,JYC,Joyce Corporation Ltd,$2.40,0.00%,2.13%,-11.44%,-9.43%,Consumer Discretionary,$67.84 M
1090,CVV,Caravel Minerals Ltd,$0.17,0.00%,-8.11%,-19.05%,-64.08%,Materials,$67.49 M
1091,NML,Navarre Minerals Ltd,$0.05,0.00%,-12.96%,-40.51%,-51.55%,Materials,$67.34 M
1092,IRI,Integrated Research Ltd,$0.39,-1.27%,1.30%,-30.97%,-80.15%,Information Technology,$67.27 M
1093,ATC,Altech Chemicals Ltd,$0.05,2.17%,-2.08%,-29.85%,0.00%,Materials,$67.06 M
1094,MLG,MLG OZ Ltd,$0.46,-2.13%,1.10%,-20.69%,-51.06%,Materials,$67.01 M
1095,HRL,HRL Holdings Ltd,$0.14,64.63%,66.67%,58.82%,17.39%,Industrials,$66.74 M
1096,LSX,Lion Selection Group Ltd,$0.45,-1.11%,-1.11%,-6.32%,8.54%,Financials,$66.65 M
1097,USQ,US Student Housing REIT,$1.20,0.00%,-5.51%,-7.69%,-13.04%,Real Estate,$66.65 M
1098,PEK,Peak Rare EARTHS Ltd,$0.32,-3.03%,-17.95%,-34.02%,-67.68%,Materials,$66.35 M
1099,BC8,Black Cat Syndicate Ltd,$0.31,3.33%,-8.82%,-27.91%,-50.40%,Materials,$66.23 M
1100,SB2,Salter Brothers Emerging Companies Ltd,$0.70,1.45%,6.06%,-2.78%,-27.46%,Financials,$66.07 M
1101,FYI,FYI Resources Ltd,$0.18,10.77%,24.14%,-12.20%,-65.05%,Materials,$65.86 M
1102,HGO,Hillgrove Resources Ltd,$0.06,3.70%,-5.09%,-23.29%,-6.67%,Materials,$65.76 M
1103,PRL,Province Resources Ltd,$0.06,1.82%,5.66%,-38.46%,-58.52%,Materials,$65.51 M
1104,VR1,Vection Technologies Ltd,$0.06,-7.81%,22.92%,-10.61%,3.51%,Information Technology,$65.49 M
1105,SPZ,Smart Parking Ltd,$0.19,2.78%,15.63%,2.78%,-5.13%,Information Technology,$65.22 M
1106,ONE,Oneview Healthcare Plc,$0.13,-3.85%,4.17%,-44.44%,-72.83%,Health Care,$64.83 M
1107,LME,Limeade Inc,$0.26,-7.27%,-8.93%,-19.05%,-65.54%,Information Technology,$64.65 M
1108,MWY,Midway Ltd,$0.74,-0.67%,-2.63%,-27.81%,-17.78%,Materials,$64.63 M
1109,RZI,RAIZ Invest Ltd,$0.69,0.00%,13.12%,-17.86%,-55.77%,Financials,$64.48 M
1110,FGR,First Graphene Ltd,$0.12,0.00%,-8.00%,-14.82%,-54.90%,Materials,$64.4 M
1111,BOL,Boom Logistics Ltd,$0.15,0.00%,3.45%,-14.29%,3.45%,Industrials,$64.17 M
1112,MSV,Mitchell Services Ltd,$0.29,9.62%,-5.00%,-5.00%,-25.67%,Materials,$64.11 M
1113,CDD,Cardno Ltd,$1.64,1.86%,0.31%,-1.21%,-82.74%,Industrials,$64.06 M
1114,SEG,Sports Entertainment Group Ltd,$0.25,2.08%,2.08%,-2.00%,6.52%,Communication Services,$63.97 M
1115,CBR,Carbon Revolution Ltd,$0.31,-1.61%,7.02%,-36.46%,-72.15%,Consumer Discretionary,$63.09 M
1116,EM2,Eagle Mountain Mining Ltd,$0.24,-4.08%,-9.62%,-42.68%,-70.99%,Materials,$63.01 M
1117,SPQ,Superior Resources Ltd,$0.04,2.78%,19.36%,-2.63%,208.33%,Materials,$62.95 M
1118,FMS,Flinders Mines Ltd,$0.37,2.78%,-12.94%,-11.91%,-57.71%,Materials,$62.47 M
1119,OEL,Otto Energy Ltd,$0.01,0.00%,0.00%,-7.14%,62.50%,Energy,$62.34 M
1120,AKL,Auckland Real Estate Trust,$0.78,0.65%,0.65%,-1.90%,0.65%,Real Estate,$62.27 M
1121,BNO,Bionomics Ltd,$0.05,0.00%,-9.80%,-24.59%,-75.79%,Health Care,$62.25 M
1122,AZS,AZURE Minerals Ltd,$0.20,2.56%,-23.08%,-23.08%,-16.67%,Materials,$62.15 M
1123,YOJ,Yojee Ltd,$0.06,1.85%,7.84%,-22.54%,-68.57%,Information Technology,$62.09 M
1124,TOY,Toys'R'US ANZ Ltd,$0.07,10.77%,-1.37%,-16.28%,-31.43%,Consumer Discretionary,$62.05 M
1125,XTC,Xantippe Resources Ltd,$0.01,0.00%,0.00%,-27.27%,300.00%,Materials,$61.57 M
1126,KIN,KIN Mining NL,$0.07,0.00%,-5.33%,-11.25%,-40.14%,Materials,$61.5 M
1127,TZN,Terramin Australia Ltd,$0.03,0.00%,-9.38%,-27.50%,-3.33%,Materials,$61.38 M
1128,NCC,Naos Emerging Opportunities Company Ltd,$0.84,-2.89%,1.21%,-15.15%,-18.05%,Financials,$61.28 M
1129,SPT,Splitit Payments Ltd,$0.13,0.00%,-10.35%,-56.67%,-76.79%,Information Technology,$61.25 M
1130,CSX,Cleanspace Holdings Ltd,$0.80,0.00%,1.27%,-19.29%,-50.93%,Health Care,$61.23 M
1131,TPD,Talon Energy Ltd,$0.01,7.69%,16.67%,-12.50%,0.00%,Energy,$60.99 M
1132,MDR,Medadvisor Ltd,$0.16,10.35%,10.35%,-18.99%,-45.76%,Health Care,$60.93 M
1133,OIL,Optiscan Imaging Ltd,$0.10,0.00%,-10.91%,-24.62%,-57.39%,Health Care,$60.7 M
1134,DGR,DGR Global Ltd,$0.06,3.57%,0.00%,-15.94%,0.00%,Materials,$60.53 M
1135,GGG,Greenland Minerals Ltd,$0.05,0.00%,-10.00%,-28.57%,-53.13%,Materials,$60.48 M
1136,BRB,Breaker Resources NL,$0.19,-2.63%,-5.13%,-22.92%,15.63%,Materials,$60.28 M
1137,5GG,Pentanet Ltd,$0.28,3.70%,12.00%,-1.75%,-60.56%,Communication Services,$60.25 M
1138,EMN,Euro Manganese Inc,$0.24,0.00%,2.17%,-22.95%,-51.55%,Materials,$60.22 M
1139,AVD,Avada Group Ltd,$0.82,-6.82%,0.00%,8.61%,-18.00%,Industrials,$60.08 M
1140,MX1,Micro-X Ltd,$0.13,8.33%,18.18%,-24.64%,-59.38%,Health Care,$59.99 M
1141,BDM,Burgundy Diamond Mines Ltd,$0.18,29.63%,9.38%,0.00%,-35.19%,Materials,$59.77 M
1142,ELS,Elsight Ltd,$0.40,-4.82%,9.72%,-4.82%,-1.25%,Information Technology,$59.35 M
1143,EQR,EQ Resources Ltd,$0.04,-2.22%,-4.35%,-27.87%,57.14%,Materials,$59.14 M
1144,PRO,Prophecy International Holdings Ltd,$0.80,-3.03%,3.90%,-11.11%,42.86%,Information Technology,$58.87 M
1145,SOR,Strategic Elements Ltd,$0.15,0.00%,0.00%,-11.77%,-31.82%,Financials,$58.63 M
1146,HNG,Hancock & Gore Ltd,$0.26,1.96%,1.96%,-7.14%,10.64%,Industrials,$58.33 M
1147,WAA,Wam Active Ltd,$0.78,0.00%,2.63%,-16.13%,-27.10%,Financials,$57.86 M
1148,PVE,Po Valley Energy Ltd,$0.05,-1.82%,5.88%,74.19%,86.21%,Energy,$57.73 M
1149,8VI,8VI Holdings Ltd,$1.35,3.45%,-10.00%,-25.00%,-76.88%,Consumer Discretionary,$57.21 M
1150,RFX,Redflow Ltd,$0.04,-2.50%,-11.36%,-26.42%,-32.76%,Industrials,$57.21 M
1151,LIT,Lithium Australia Ltd,$0.06,-3.51%,-21.43%,-37.50%,-45.00%,Materials,$56.95 M
1152,MEU,Marmota Ltd,$0.06,5.46%,1.75%,-14.71%,41.46%,Energy,$56.84 M
1153,MAP,Microba Life Sciences Ltd,$0.25,-10.71%,8.70%,-3.85%,-44.44%,Health Care,$56.58 M
1154,GME,GME Resources Ltd,$0.10,0.00%,-4.04%,-24.00%,90.51%,Materials,$56.43 M
1155,TAM,Tanami Gold NL,$0.05,2.13%,-4.00%,-12.73%,-30.44%,Materials,$56.4 M
1156,RFT,Rectifier Technologies Ltd,$0.04,0.00%,-4.65%,-24.07%,32.26%,Industrials,$56.37 M
1157,MEA,Mcgrath Ltd,$0.34,-2.86%,9.68%,-5.56%,-40.87%,Real Estate,$56.34 M
1158,SES,Secos Group Ltd,$0.11,0.00%,-8.70%,-32.26%,-59.62%,Materials,$56.27 M
1159,LOM,Lucapa Diamond Company Ltd,$0.04,-7.14%,-7.14%,-20.41%,-17.02%,Materials,$56.14 M
1160,SMN,Structural Monitoring Systems Plc,$0.44,-2.25%,-3.33%,-19.44%,13.32%,Information Technology,$55.78 M
1161,RTG,RTG Mining Inc,$0.07,-6.67%,-6.67%,-11.39%,-57.58%,Materials,$55.76 M
1162,MCL,Mighty Craft Ltd,$0.17,-2.86%,-10.53%,-20.93%,-48.49%,Consumer Discretionary,$55.74 M
1163,NOX,Noxopharm Ltd,$0.19,-5.00%,-5.00%,-20.83%,-68.07%,Health Care,$55.53 M
1164,DUG,DUG Technology Ltd,$0.47,2.17%,27.03%,-2.08%,-65.19%,Information Technology,$55.52 M
1165,BOT,Botanix Pharmaceuticals Ltd,$0.06,-1.72%,-3.39%,-30.49%,-31.33%,Health Care,$55.47 M
